"['御茶膳房', '月饼', '礼盒中秋节高端礼品广式白莲蓉蛋黄五仁火腿豆沙枣泥多口味组合720g']",2万+,御茶膳房（The  Imperial  Palace）京东自营旗舰店,328.00,https://item.jd.com/100014433738.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋', '月饼', '蛋黄莲蓉上品御礼（B款上品臻礼）1080g']",50万+,稻香村自营官方旗舰店,169.00,https://item.jd.com/4689749.html
"['京东超市', '\t\n北京稻香村 ', '月饼', '礼盒 中秋节礼品 福映月840g （12饼10味）']",20万+,北京稻香村京东自营旗舰店,205.00,https://item.jd.com/100006736466.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋大礼包蛋黄莲蓉家团圆790g']",50万+,稻香村自营官方旗舰店,69.90,https://item.jd.com/3397862.html
"['京东超市', '\t\n', '月饼', ' 华美', '月饼', '礼盒中秋', '月饼', '大礼包蛋黄白莲蓉金秋月圆810g']",100万+,华美京东自营旗舰店,65.90,https://item.jd.com/3324526.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋大礼包蛋黄莲蓉迎月纳福890g']",20万+,稻香村自营官方旗舰店,99.00,https://item.jd.com/1768313.html
"['诺梵巧克力夹心', '月饼', '多口味中秋节礼盒公司团购送礼流金逐月315g']",2000+,诺梵京东自营旗舰店,99.00,https://item.jd.com/100003904763.html
"['\n悠享时 中秋节', '月饼', '礼盒 桃山奶黄流心', '月饼', '礼盒送礼佳品 中秋送礼佳品 绿豆糕礼盒 企业团购定制中秋礼品 中秋映月礼盒【流心', '月饼', '+绿豆糕】']",2万+,悠享时yotime旗舰店,139.00,https://item.jd.com/71822791442.html
"['\n', '月饼', ' 稻香村', '月饼', '礼盒 中秋糕点礼盒 流心奶黄', '月饼', '礼盒 水果奶茶口味', '月饼', ' 企业团购送礼下午茶员工福利  花月暖语铁盒装450g']",5万+,稻香村糕点京东自营旗舰店,298.00,https://item.jd.com/51629506781.html
"['京东超市', '\t\n中国香港 美心（Meixin）双黄白莲蓉  港式中秋', '月饼', '礼盒 740g 4枚装']",20万+,美心京东自营旗舰店,288.00,https://item.jd.com/700573.html
"['京东超市', '\t\n五芳斋 ', '月饼', '竹篮礼盒 中秋礼品团购广式', '月饼', '礼盒 中秋节大礼包酱鸭双蛋黄莲蓉五仁等五芳欢沁1110g']",10万+,五芳斋京东自营旗舰店,178.00,https://item.jd.com/8633947.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋御礼1125g']",50万+,稻香村自营官方旗舰店,329.00,https://item.jd.com/100008121439.html
"['国潮风高端中秋节', '月饼', '礼盒装送礼']",100+,乐醇食品专营店,138.00,https://item.jd.com/10036308087711.html
"['京东超市', '\t\n北京稻香村 ', '月饼', '礼盒 中秋节礼品 三禾尊礼965g（12饼10味）']",5万+,北京稻香村京东自营旗舰店,299.00,https://item.jd.com/100003964693.html
"['京东超市', '\t\n广州酒家 团团圆圆', '月饼', '礼盒492.5g 双黄白莲蓉黑芝麻 广式', '月饼', '礼盒  中秋送礼糕点']",50万+,广州酒家京东自营旗舰店,68.00,https://item.jd.com/4688651.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒盛世金尊1300g双层礼盒8味16饼含蛋黄莲蓉', '月饼']",50万+,京东自营月饼活动专区,129.00,https://item.jd.com/8364776.html
"['京东超市', '\t\n中国香港 美心（Meixin）金装彩月 港式', '月饼', '礼盒 420g']",20万+,美心京东自营旗舰店,228.00,https://item.jd.com/100004044285.html
"['京东超市', '\t\n桃山奶黄流心', '月饼', '礼盒 中秋', '月饼', '礼盒自营 绿豆糕曲奇饼干礼盒 中秋送礼佳品团购定制 中秋映月礼盒544g【3味流心', '月饼', '+八味绿豆糕】']",2万+,YOTIME京东自营官方旗舰店,139.00,https://item.jd.com/55018982882.html
"['稻香村', '月饼', '礼盒装 上品荣礼1020g中秋传统高端团购送礼广式糖醇', '月饼', '京式蛋黄莲蓉椰蓉五仁枣泥豆沙']",500+,好食尚品食品专营店,199.00,https://item.jd.com/54062784299.html
"['京东超市', '\t\n中国香港 元朗荣华 （WINGWAH）双黄白莲蓉 港式中秋', '月饼', '礼盒 740g 四枚装']",10万+,元朗荣华京东自营旗舰店,193.00,https://item.jd.com/1761754.html
"['京东超市', '\t\n', '月饼', ' 华美蛋黄莲蓉中秋', '月饼', '礼盒880g(精装双层礼盒)']",10万+,华美京东自营旗舰店,88.00,https://item.jd.com/100006837348.html
"['京东超市', '\t\n北京稻香村 ', '月饼', '礼盒 中秋节礼品 京彩映象860g（12饼10味）']",5万+,北京稻香村京东自营旗舰店,229.00,https://item.jd.com/100007897443.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋', '月饼', '稻香福月竹篮礼盒730g']",5万+,稻香村自营官方旗舰店,89.90,https://item.jd.com/100004365367.html
"['京东超市', '\t\n', '月饼', '礼盒 金尊 澳门双黄莲蓉600g铁罐装中秋节送礼广式', '月饼', '企业团购员工福利']",20万+,金尊京东自营旗舰店,40.90,https://item.jd.com/3020997.html
"['御茶膳房', '月饼', '礼盒中秋节高端礼品广式白莲蓉蛋奶黄五仁黑松露黑米秋耳三层高档送礼1420g']",2万+,御茶膳房（The  Imperial  Palace）京东自营旗舰店,868.00,https://item.jd.com/100006896294.html
"['杏花楼花色提篮', '月饼', '礼盒1120g 中华老字号 中秋', '月饼', '礼盒 广式', '月饼', ' 高档']",2万+,杏花楼旗舰店,258.00,https://item.jd.com/13620074326.html
"['京东超市', '\t\n', '月饼', ' 华美', '月饼', '礼盒中秋', '月饼', '大礼包蛋黄莲蓉祥鹿贺月630g']",20万+,华美京东自营旗舰店,49.90,https://item.jd.com/3324536.html
"['京东超市', '\t\n北京稻香村 ', '月饼', '礼盒 中秋节礼品 团购送礼 团圆中秋610g（9饼9味）']",10万+,北京稻香村京东自营旗舰店,128.00,https://item.jd.com/100006736456.html
"['京东京造 团圆中秋2021中秋', '月饼', '礼盒480g（8粒装）奶黄流心广式蛋黄', '月饼']",2万+,京东京造官方自营旗舰店,69.00,https://item.jd.com/100024805836.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒含五仁', '月饼', '8味12饼600g稻香尊典']",50万+,京东自营月饼活动专区,39.90,https://item.jd.com/100014218802.html
"['诺梵中秋巧克力夹心', '月饼', '礼盒送礼品315g']",1万+,诺梵京东自营旗舰店,118.00,https://item.jd.com/100014538618.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋', '月饼', '蛋黄莲蓉上品御礼（B款上品臻礼）1080g']",50万+,稻香村自营官方旗舰店,169.00,https://item.jd.com/4689749.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋大礼包蛋黄莲蓉家团圆790g']",50万+,稻香村自营官方旗舰店,69.90,https://item.jd.com/3397862.html
"['京东超市', '\t\n', '月饼', ' 华美', '月饼', '礼盒中秋', '月饼', '大礼包蛋黄白莲蓉金秋月圆810g']",100万+,华美京东自营旗舰店,65.90,https://item.jd.com/3324526.html
"['京东超市', '\t\n五芳斋 ', '月饼', '礼盒 中秋礼品双蛋黄莲蓉等广式', '月饼', '礼盒装780g 中秋节送礼大礼包五芳和家', '月饼', '礼盒']",20万+,五芳斋京东自营旗舰店,79.90,https://item.jd.com/100014654558.html
"['京东超市', '\t\n', '月饼', '礼盒 华美', '月饼', '中秋', '月饼', '大礼包蛋黄莲蓉维港月色720g（双层礼盒）']",50万+,华美京东自营旗舰店,55.90,https://item.jd.com/100006837382.html
"['御茶膳房', '月饼', '礼盒中秋节高端礼品广式白莲蓉蛋黄五仁火腿豆沙枣泥多口味组合720g']",2万+,御茶膳房（The  Imperial  Palace）京东自营旗舰店,328.00,https://item.jd.com/100014433738.html
"['\n', '月饼', ' 稻香村', '月饼', '礼盒 中秋糕点礼盒 流心奶黄', '月饼', '礼盒 水果奶茶口味', '月饼', ' 企业团购送礼下午茶员工福利  花月暖语铁盒装450g']",5万+,稻香村糕点京东自营旗舰店,298.00,https://item.jd.com/51629506781.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋大礼包富贵中秋610g']",20万+,稻香村自营官方旗舰店,65.90,https://item.jd.com/1768326.html
"['京东超市', '\t\n中国香港 美心（Meixin）精装八宝 ', '月饼', '礼盒 675g']",20万+,美心京东自营旗舰店,318.00,https://item.jd.com/3028649.html
"['京东超市', '\t\n', '月饼', ' 华美金尊纳福中秋', '月饼', '礼盒1100g（精装三层礼盒）']",5万+,华美京东自营旗舰店,139.00,https://item.jd.com/100004015069.html
"['京东超市', '\t\n', '月饼', ' 稻香村', '月饼', '礼盒中秋大礼包蛋黄莲蓉迎月纳福890g']",20万+,稻香村自营官方旗舰店,99.00,https://item.jd.com/1768313.html
