1室1厅,,南,简装,40.45,1984,东三小区,245,浦东,南码头,无
1室1厅,,南,简装,40.45,1984,东三小区,245,浦东,南码头,无
1室1厅,共6层,南,简装,40.45,1984,东三小区,245,浦东,南码头,无
1室1厅,共,南,简装,40.45,1984,东三小区,245,浦东,南码头,无
1室1厅,6,南,简装,40.45,1984,东三小区,245,浦东,南码头,无
3室2厅,5,南,简装,106.86,1996,城丰路15弄,365,浦东,川沙,无
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
2室1厅,6,南,毛坯,73.99,1997,建业新村,470,浦东,南码头,无
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
3室2厅,8,南,精装,89.95,2018,保利铃兰公馆,468,浦东,临港新城,有
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
,,,,,,,,,,
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
3室2厅,8,南,精装,89.95,2018,保利铃兰公馆,468,浦东,临港新城,有
4室2厅,55,西北,精装,278,2006,世茂滨江花园,3950,浦东,陆家嘴,有
2室2厅,11,南,简装,89.51,2010,东方城市绿洲,535,浦东,川沙,有
3室2厅,6,南 北,精装,119.69,2005,万馨佳园,610,浦东,川沙,无
3室2厅,5,南,简装,106.86,1996,城丰路15弄,365,浦东,川沙,无
2室1厅,6,南,简装,48.14,1980,东南新村(浦东),412,浦东,陆家嘴,无
3室2厅,6,南 北,简装,125.62,1998,新德四村,449,浦东,川沙,无
2室1厅,6,南,精装,68.99,1994,新德五村,270,浦东,川沙,无
4室2厅,6,南,精装,164.04,1995,妙境路715弄,440,浦东,川沙,无
3室1厅,5,南,精装,66.65,1990,园西二居,344,浦东,川沙,无
2室1厅,6,南,简装,55.59,1987,园西小区,256,浦东,川沙,无
1室1厅,14,南,简装,57.79,2014,唐丰苑,320,浦东,唐镇,有
3室1厅,4,南 北,精装,112.87,2007,临港家园,295,浦东,临港新城,无
3室2厅,6,南,简装,119.23,1994,华港花园,465,浦东,川沙,无
2室1厅,6,南,精装,70.79,1994,沙田公寓,308,浦东,川沙,无
2室1厅,14,南,精装,69.16,2010,达城锦园,350,浦东,康桥,有
3室2厅,6,南,精装,129.21,2006,大华锦绣华城(十九街区)(公寓),1080,浦东,北蔡,无
2室2厅,13,南 北,毛坯,85.66,2007,桃园新城中虹佳园,360,浦东,周浦,有
2室1厅,6,南,毛坯,73.99,1997,建业新村,470,浦东,南码头,无
2室2厅,6,南,精装,101.97,2009,圣鑫苑,480,浦东,周浦,无
2室2厅,18,南,毛坯,90.09,2010,锦绣华都,593,浦东,御桥,有
2室2厅,8,南,毛坯,91.56,2011,泥城苑,200,浦东,泥城镇,有
2室1厅,11,南 北,简装,79.25,2011,海尚东苑,410,浦东,曹路,有
3室1厅,6,南,精装,86.58,1996,六荷苑小区,550,浦东,金桥,无
2室2厅,29,南,精装,125.35,2004,东南华庭,1100,浦东,塘桥,有
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
3室2厅,8,南,精装,89.95,2018,保利铃兰公馆,468,浦东,临港新城,有
4室2厅,55,西北,精装,278,2006,世茂滨江花园,3950,浦东,陆家嘴,有
2室2厅,11,南,简装,89.51,2010,东方城市绿洲,535,浦东,川沙,有
3室2厅,6,南 北,精装,119.69,2005,万馨佳园,610,浦东,川沙,无
3室2厅,5,南,简装,106.86,1996,城丰路15弄,365,浦东,川沙,无
2室1厅,6,南,简装,48.14,1980,东南新村(浦东),412,浦东,陆家嘴,无
3室2厅,6,南 北,简装,125.62,1998,新德四村,449,浦东,川沙,无
2室1厅,6,南,精装,68.99,1994,新德五村,270,浦东,川沙,无
4室2厅,6,南,精装,164.04,1995,妙境路715弄,440,浦东,川沙,无
3室1厅,5,南,精装,66.65,1990,园西二居,344,浦东,川沙,无
2室1厅,6,南,简装,55.59,1987,园西小区,256,浦东,川沙,无
1室1厅,14,南,简装,57.79,2014,唐丰苑,320,浦东,唐镇,有
3室1厅,4,南 北,精装,112.87,2007,临港家园,295,浦东,临港新城,无
3室2厅,6,南,简装,119.23,1994,华港花园,465,浦东,川沙,无
2室1厅,6,南,精装,70.79,1994,沙田公寓,308,浦东,川沙,无
2室1厅,14,南,精装,69.16,2010,达城锦园,350,浦东,康桥,有
3室2厅,6,南,精装,129.21,2006,大华锦绣华城(十九街区)(公寓),1080,浦东,北蔡,无
2室2厅,13,南 北,毛坯,85.66,2007,桃园新城中虹佳园,360,浦东,周浦,有
2室1厅,6,南,毛坯,73.99,1997,建业新村,470,浦东,南码头,无
2室2厅,6,南,精装,101.97,2009,圣鑫苑,480,浦东,周浦,无
2室2厅,18,南,毛坯,90.09,2010,锦绣华都,593,浦东,御桥,有
2室2厅,8,南,毛坯,91.56,2011,泥城苑,200,浦东,泥城镇,有
2室1厅,11,南 北,简装,79.25,2011,海尚东苑,410,浦东,曹路,有
3室1厅,6,南,精装,86.58,1996,六荷苑小区,550,浦东,金桥,无
2室2厅,29,南,精装,125.35,2004,东南华庭,1100,浦东,塘桥,有
2室1厅,14,南,简装,82.15,2014,唐丰苑,420,浦东,唐镇,有
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
1室2厅,4,南 北,精装,75.95,2009,宜浩佳园,280,浦东,临港新城,无
1室1厅,5,南 北,精装,51.79,2009,绿地蓝海庭,155,浦东,临港新城,无
,,,,,,,,,,
2室2厅,7,南 北,简装,76.3,2006,瀚龙苑,360,浦东,川沙,无
5室2厅,12,南 北,毛坯,190.74,未知年建,绿地东岸涟城,550,浦东,临港新城,有
